text,label
देश जातिवादी दंगे करवाने की कोशिस करता एक ब्रहामण,1
जीएसटी से अगस्त महीने में 86 हजार 449 करोड़ रुपये का राजस्व संग्रहण,0
साला हारमी है संजय सिंह गुंडा है,1
प्रकृति और संस्कृति को बचाना है तो इस्लामिक कट्ट रपंथी विचारधारा को उखाड़ना पड़ेगा क्योंकि इसी सोच ने काश्मीर जै,1
is being trans valid please retweet after voting for,0
my blood boils whenever i see whores trying to act like chaste women,0
आठ महीने बाद मथुरा जेल से बाहर निकले डॉ कफील खान हाथ जोड़कर सबको दिया धन्यवाद kafeelkhan,0
shaheen is a magic player in pakistan team the same bolling he has to do proud of pakistan team,0
 जी किस नमूने के शासन काल पे हो रहा है जनता को ये भी बता दीजिए।  कोरोना मरीज की किडनी गायब मिली संदिग्ध हालत में लाश bhu में मचा हंगामा source  newstrack via dailyhunt,1
hats off to our soldiers who are fighting terrorists and saving pakistan from threats and terrorism url,0
कश्मीर में हिजबुल के दो आतंकियों के साथ पकड़े गए dsp दविंदरसिंह को जमानत मिल जाती है बलात्कारी bjp विधायक कुलदीप सिंह सेंगर को जमानत मिल जाती है शरजील इमाम समेत सभी caa प्रदर्शनकारियों को जमानत नहीं मिली क्योंकि देश व न्यायपालिका सेक्युलर है islamophobia in india,1
पूर्व राष्ट्रपति श्री प्रणब मुखर्जी की याद में रहेगा सात दिन का राजकीय शोक 31082020 से 06092020 तक लागू रहेगा जिसमें दोनों दिन शामिल रहेंगे,0
the palestinians terrorist state needs to be wiped from the face of the earth,1
maybe thats why you have to fuck so many guys because none of them would want to have a long term relationship with you,1
japan begins experiment of opening to immigration url,0
भारताला नाही तर संपूर्ण देशाला अहिंसेचा मार्ग स्वीकारायला लावणाऱ्या महापुरुष महात्मा गांधींच्या मारेकऱ्याला देशभक्त म्हणून प्रज्ञा ठाकूर यांनी पूर्ण देशातील जनतेचा अपमान केला आहे तसेच भाजपाचा तिला पाठिंबा आहे हे देशातील जनतेत फुट पाडण्याचे लक्षण आहे म महात्मा मराठी,0
किसी ने सही कहा है कुत्ते की घी हजम नहीं होता कुछ बैल बुद्धि जन्मजात अपरधियों को कितना भी बड़ा पद मिल जाए या संसद जैसी पवित्र जगह बैठने का मौका मिल जाए करेंगे तो वो वही जो गलियों में करते फिरते है मारना कूटना गाली देना,1
यह कोई रामभक्त टॉमवक्त नहीं हैयह सिर्फ दीपक शर्मा का भक्त है गोपाल हिंदुत्व आतंकवादी,1
why even make this post u dumb fucking faggot,1
yall bitches annoying asf sucking amp fucking cucumbers wheres your morals,1
slide this middle finger in her shit and i will bang you and your mother,1
if your relationship is anything like your post history you just stop being a bitch,1
one more of those crazy minds living on the pocket of brain washed mentally unstable people called followers,1
यहां जानें क्यों बक्सर के कई प्रखंडों में मंडरा रहा बाढ़ का खतरा ग्रामीणों ने जताई ये चिंता bihar,0
टेलीकॉम स्मार्टफोन पर लेना चाहते हैं ipl का मजा तो जियो और एयरटेल के इन प्लान में मिल रहा disneyhotstar vip का सब्सक्रिप्शन iplonsmartphone ipl2020,0
अर्नब गोस्वामी से पत्रकारिता जगत को उतना ही फायदा होता है जितना मुख्तार अब्बास नकवी से मुसलमानों का arrestantiindiaarnab,1
throw the miserable sob in prison for a few years,0
बुर्के का रंग यूं ही काला नहीं होता औरत के दामन पर कई मोमिनों की गन्दी निगाह का जख्म होता है,1
30 साल तक भारतीय सेना में अधिकारी रहे मोहम्मद सनाउल्लाह विदेशी व देशद्रोही हैं और भारत छोड़कर भागने वाला कनाडाई नागरिक अक्षय कुमार समर्पित राष्ट्रभक्त भक्तो के तर्क भी गज़ब हैं,1
अबे सालो अपने कोई दलाल कभी कुछ बड़वा कहते रहोगे तो फिर साला जीत पाओगे तुम लोग जो है हैं अपनी इंसान को कभी गलत गलत कहते रहते हैं शर्म कर लो शर्म थोड़ी सी अपने समाज को इसलिए वक्त देता हूं समझ गए,1
कल एक मौलाना धमकी दे रहे थे काश ये विडियो ऊन तक पहुँचा देता जँहा ५६ बंदों ने  जय श्रीराम का नारा देकर पुरी जमात को भगा दिया ये लड़ेंगे,1
here is thot burn him alive,1
so in what country did you kill and rape innocent people,1
अहमदाबाद एअरपोर्ट पर हाथ हिलाकर समर्थको का अभिवादन स्वीकार किया तो दलाल मीडिया के पेट मे दर्द होने लगा। कह रहे हैं कि बाहुबली को माला पहनाई जा रही है अरे 5मर्तबा विधायक और फिर सांसद रहे हैं जनता का प्रतिनिधित्व किया है तो ये सब आम बात है। दिन रात चिल्लाते रहो कोई फ़र्क़ नहीं।,1
ryan jamaal swain gets real about pose privilege and pride  amplify by gay times url url,0
भारत vs न्यूजीलैंड मैच देखने के दौरान शख्स को आया हार्ट अटैक हुई मौत,0
kanganaranaut को yसिक्योरिटी प्रदान करने पर शिवसेना नेता प्रियंका चतुर्वेदी ने नाराजगी जताई,0
2 absolutely flawless women perfection from head to toe and the purest form of power and beauty,0
find you a good general contractor he should have several window options for you,1
चुप रह आसाराम की औलाद कुते,1
देश अगर खतरे में हो तो यह भाग जाते हैं आखिर यह मा बेटे कहां जाते है कोई जबाब देगा  ऐसा कौन सा गुप्त रोग का इलाज है जो भारतीय डॉक्टर नहीं कर सकते ,1
सर आप नास्तिक ही नहीं बल्कि वो महान साहसी पुरुष हैं जो अपने बाप की कॉलर पकड़ के बोल सकता है के भोसड़ी के तूने मेरी माँ को चो इसलिए मुझे इस कमीनी दुनिया में पैदा होना पड़ा,1
तुम शहर की बाबू सोना प्रिये । मैं गाँव का ज़मीनी किसान ।। मैं साधारण सा बालक। तुम कन्या बड़ी कमीनी प्रिये।।,1
much love proud to be african,0
deuteronomy 1020 you are to fear the lord your god and serve him,1
crazy women with very tiny little brains trying to destroy yet another western country,0
तेरे जैसी हर रोज़ बीना वजह भोंकनेवाली कुतिया कुत्ते की मौत मरेगी।,1
मुख्यमंत्री श्री जी ने उद्योग बन्धु की बैठक आयोजित कर उद्यमियों की समस्याओं का निदान करने के निर्देश भी दिए acs गृह व सूचना श्री जी,0
क्या अब gst मुआवजे की भरपाई के लिए भी रिजर्व बैंक का दरवाजा खटखटाएगा केंद्र via gstcouncilmeet gstcouncilmeeting gstcouncil nirmalasitharaman,0
ओणम के पावन पर्व पर सभी को बधाई। ओणम का त्योहार हमारी समृद्ध सांस्कृतिक विरासत का प्रतीक है। साथ ही यह नई फसल के आगमन पर प्रकृति के प्रति कृतज्ञता भाव दर्शाने का अवसर भी है। इस मौके पर हम जरूरतमंद लोगों की सहायता करें व कोविड19 की रोकथाम के लिए सभी दिशानिर्देशों का पालन करें।,0
असली हीरो की आवाज में सुनिए तेरी मिट्टी में मिल जावां  सौजन्य से आसाम राइफल्स,0
रिलायंस रिटेल को मिल सकता है बड़ा निवेश वॉलमार्ट के साथ डील के लिए चल रही बातचीत via reliance walmart jiomart,0
यह पूरा बच्चन खानदान मौकापरस्त लोग हैं देशद्रोही आएंगे तो साले कमीनी,1
well everyone is technically biracial its the degrees of differencesshe looks like a standard old lady possibly of european descent,0
yo this nigga then put me in some fucked some situations fr fuck this nigga fr,1
सच्चाई सामने आ ही गयी।ब्राम्हणो की हार हुई। अयोध्या में कोई शिवलिंग नही।बुद्धस्तुप ही है।,1
budaun रोडवेज बस और बाइक में टक्कर बाइक सवार महिला पुरूष की मौत पुलिस ने शव पोस्टमार्टम के लिए भेजे दोनों शवों की शिनाख्त में जुटी पुलिस उझानी कोतवाली के गंगोरा में हादसा। fridaymotivation policemedianews,0
we mexicans are friendly and always eager to help others have a good time,0
her shaven maid pussy getting blasted with intensity url,1
जब मोदीजी ने uno के कॉन्फ्रेंस हॉल में प्रवेश किये तो वहां उपस्थित सभी लोगों ने उनका खडे होकर अभिवादन किया। जो छुप रहा था और दुनिया के सामने अपनी भद्द पिटवा रहा था। उसे दुनिया मे बैठने लायक मोदी ने छोङा नहीं और मोदी जी के सामने खङा होने की उसकी औकात नहीं । पहचान तो आप गए ही होंग,1
ima indian dude predominantly hip hop listenerthis song makes me appreciate the simple things in life that we americans live by,0
here on this sub women are holes girls are sluts and your questions are stupid,1
god is faithful  may bible reading plan learning to rely on god wholeheartedly url,0
i cant stand a weak ass bitch ,1
राजनीति में एक आतंकी आ गई हैं प्रज्ञा ठाकुर कभी शहीद का अपमान कर रही हैं तो क़भी राष्ट्रपिता की हत्यारे का सर्मथन नफ़रत बोलमुद्दा गर्मव तुरंत माफ़ी और दुनिया को बता रही हैं कि उसका आतंकवाद से कोई रिश्ता नहीं जिसके बोल इतने ख़तरनाक हैं सोचिए वह पुण्य की भगीरथ कैसे है,1
stop lying and go fuck yourself faggot,1
go back to your third world shithole bitch,1
reportforssr  cbi के सामने पिठानी का कबुलनामा दिशा की मौत से चिंता में डूब गए थे सुशांत मुझे अपने कमरे में सोने को बोला,0
my best friend coming out of the closet i dont think neither of us have been happier than that exact moment ,0
राजस्थान का अजमेर शरीफ दरगाह आम लोगों के लिए खोला गया। कोरोना वायरस के खतरे के मद्देनजर यह अभी तक बंद था। coronavirusoutbreak unlock4,0
जब इन दलितों को सभी नहीं हिन्दू धर्म और हिन्दू देवी देवताओं से इतनी नफरत भारी हुई है तो धूर्त कहीं के अपना नाम हिन्दुओं के जैसे ही क्यों रखते हैं। किसने रोका है कुछ भी बन से बन जाओ मुस्लिम ईसाई और जो मन करे। इस धूर्त की हिम्मत नहीं कि किसी दूसरे धर्म के बारे ऐसा बोल दे ।,1
pratapgarh जिले के पुलिसकर्मियों का सराहनीय कार्य अजय सिंह के परिवार को पुलिसकर्मियों ने अपना एक दिन का वेतन देकर मदद की 24 लाख 89 हजार 826 रुपए की सहायता विभाग ने अजय सिंह की पत्नी को सौंपा स्वाट टीम प्रभारी की कोरोना से हुई थी मौत policenews,0
nope she isnt black  black is a royalty not everyone can have ,0
नहीं रहे भारत के पूर्व राष्ट्रपति प्रणब मुखर्जी pranabmukherjee,0
die already so we can get the nation moving,0
all of your family are stupid fat white redneck trash,1
brown skin girl  url,0
rt संजय रावत के सामने नहीं झुकूगीं  कंगना राणौत ,1
एलएसी पर 1000 वर्ग किमी इलाक़े में चीन का कब्ज़ा प्रेस रिव्यू,0
a woman in general is nice as well,0
कब तक हिंदुओं को भारत में इस तरह दबकर रहना पडेगा। अपने कल को सुरक्षित करने के लिए आज लड़ना होगा। we want cbiforpalgharlynching,1
the bitches in my mans hood aint about shit,1
shut up bitch cuck penis vagina nigger cracker butt anus liwuid,1
नोएडा से बीजेपी विधायक पंकज सिंह कोरोना पॉजिटिव। ट्वीट कर दी जानकारी,0
you should join the trans girl groups eg duck tales on telegram to get more localized friendship and advice,0
देश के विपक्ष और देश के विपक्ष के सांसद शायद अपनी मर्यादा को भूलकर पागल हो गए हैं वाह देश की पक्षी सांसदों कमीनी लोगों तुमको जो जनता चुनी है उनको ही हनन कर रहे हो,1
agreed from the middle east,0
कश्मीरी भाइयों का दर्द पूरे उम्मते मुस्लिमा का दर्द है  लेकिन अफसोस वह लोग आज खामोश है जो हर राजनीति मुद्दे पर ट्रेंड करते है लेकिन आज उनको ये ट्रेंड नहीं दिखा,1
rt प्राइवेट नौकरी करने वाले लड़के को अपने लिये लड़की ढूँढना 6 गेंद पर 36 रन बनाने से कम नहीं   इसलिए निजीकरण का विरोध करो,1
बिहार की जनता जब 30 से अधिक बच्चियों के साथ हुए बलात्कार पर सड़क पर नहीं आई तो 130 बच्चों की मौत पर क्यों आएगी  रवीश कुमार,1
मेरे पूर्वजों की जमीनों को लगान के नाम पर हथिया कर जो आज अपने आप को जमींदार कहते हैं उनसे सवाल है मेरा कब तक मुफ्त की कब्जाई हुई जमीनों के टुकड़ों पर पलोगे वापस कब कर रहे हो,1
इस फोन में snadpragon 865 plus प्रोसेसर और 144hz रिफ्रेश रेट दिया गया है technology,1
5 लाख मुसलमान उर्स में अजमेर की दरगाह पर आते हैं सिर्फ 300 पुलिस वालों के भरोसे 2 लाख हिंदुओं की अमरनाथ यात्रा के लिए 80 हजार कमांडो पैरामिलिट्री फोर्स तथा करोड़ों के उपकरण लगाए जा रहे हैं खतरे में कौन है ,1
मप्र के सीएम नौ मंत्री और 20 विधायकों को घेर चुका कोरोना फिर भी बढ़ रहीं सियासी गतिविधियां madhyapradesh shivrajsinghchauhan mppolitics,0
चाइना भारत की डूबती अर्थव्यवस्था गरीबी भुखमरी बेरोजगारी कुछ लिखने की हिम्मत तो होनी चाहिए बस चापलूसी देश 100 साल पीछे चली गई क्या यह देश आपकी नहीं अब आवाज क्यों नहीं निकल रही है,1
जिस गांधी परिवार को जाहिलों की पार्टी गाली देती है उसी गांधी परिवार के दो दो pm अपने भारत देश पर क़ुर्बान हो गए जिस पार्टी ने देश को इसरो टेक्निक मिसाइल और न जाने क्याक्या दिया फिर भी अनपढ़ अपने नाकामयाबियों को ठीकरा कांग्रेस के ऊपर फोड़ते है। हद्द है इस दोहरेचरित्र का।,0
पैंगोंग लेक में चीनी सैनिकों को खदेड़े जाने के बाद भड़का ड्रैगन । भारत को सबक सिखाने की धमकी indiachinafaceoff,0
हापुड़ में अवैध तमंचे से धांयधांय वीडियो वायरल होने के बाद आरोपियों की तलाश में जुटी पुलिस,0
एक नजर कल के मौसम के पूर्वानुमान पर,0
जय श्री राम का नारा लगाकर किसी मुसलमान को मोदी भक्त ही मार सकता है राम भक्त नहीं,1
84 लाख योनियों में भटकने के बाद वोट डालने का अधिकार मिलता हैं कृपया इसे सुतिया राहुल गांधी को देकर व्यर्थ न करें ,0
yea this bitch dumb sick in the head,1
south africa is such an inspiration their love of diversity is unmatched and should be spread throughout nz,0
i just want to be a bitch with some tits,1
she nothin but a no good fat pussy bitch man leave her be,1
holy shit joe rogan you shoulda seen this fuckin savages all over hahahahhah ahahahah,1
क्या कोरोना का पीक आ गया है या अभी केस और बढ़ेगे indiafightscorona covid19,0
this guys act like a bunch of faggots,1
having sex with cows we should let them ,1
राम का बहाना काम नफरत फैलाना  बंगाल से यूपी तक राम पर कोहराम क्यों  जबरदस्ती की जय से खुश होंगे राम  सीधासवाल के साथ आज शाम 5 बजे,1
s sisi reaffirms role of discourse in confronting url url,0
फारुख अब्दुल्ला ने अपना कागज खोज लिया मैं मुस्लिम नहीं कश्मीरी पंडित हूं फारूक अब्दुल्ला  धीरे धीरे इसी तरह सब अपने कागज दिखाएंगे,1
niggas be soooo mad because your parents support you sad,1
fuck you noot noot harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch,1
nigerians crave going to church,1
thats right throw in the racist card you dipshit,1
कसम खा चुके हैं कि कुछ भी हो जाय लोगोँ को सच नहीं बताना है। गुमराह करते रहेंगे लोग पूछना और ध्यान देना छोड़ देंगे। फिर जब result announce होगा तब क्या करियेगा चाचा। तब तो सबको पता चल जायेगा और झूठे साबित हो जायेगा।,1
कैंपस विरोध में जेएनयू की छात्राओं द्वारा इस्तेमाल की जाने वाली अधिकांश अश्लील भाषा। और हम जेएनयू में उनकी पढ़ाई को सब्सिडी देने के लिए टैक्स का भुगतान करते हैं। जेएनयू नामक यह संस्थान जल्द से जल्द बंद होना ही चाहिए,1
get the muslims out of your country before its too late,1
this shit has to be ironic i know feminists are dumb but they cant be this dumb,1
girls who have a crude sense of humor are attractive to me and short hair but more feminine looking are also very nice looking,0
fag exposed fag fagexposed faggots url,1
2002 में गोधरा हुआ तो हुआ sorry करवाया तो करवाया कुत्ते का पिल्ला भी गाड़ी नीचे आता है तो दर्द होता है लेकिन मुझे वोट 1984 पर दो नीच neechpolitics neechadami,1
allies organize to destroy nazi germany its because they just couldnt stand germans flawless logic  israel didnt do nuthin,1
looks like all american born residents will have to carry passports and birth certificates well those of color shameful,0
justinड्रग्स केस में बेंगलूरू के पार्षद के बेटे को समन ncb ने पूछताछ के लिए मुंबई बुलाया rheadrugscase,0
i hate you cause u ugly and gay,1
अपने ही घर के पिछवाड़े से भागते इस व्यक्ति को पहचानते हैं हिंट  एक भाजपा शासित राज्य के मुख्यमंत्री हैं। बूझो तो मानु ,1
generally its not necessary to treat a womans male sexual partner but can spread between female sexual partners,0
eid mubarak to all muslims celebrating around the world,0
बीजेपी वाले इसे नहीं बचा पाएंगे क्योंकि पूरे महाराष्ट्र को पाकिस्तान बता दी है महाराष्ट्र स्वाभिमान के लिए जानी जाती है व्यक्ति सरकार के खिलाफ तो ठीक है किसी परदेस को अपमान यह तो राज्य द्रोह है,1
महाराष्ट्र में घर खरीदना होगा सस्ता डिस्काउंटेड रेट पर होगी मकानों की रजिस्ट्री via housing property,0
tips to prevent rape  rape other women instead,1
you prolly the nagger shut up,1
prophet pbuh is last prophet of allah  ihsan marwat url,0
honestly go fuck yourself piece of shit,1
दिल्लीncr में आज सड़कों पर नहीं दौड़ेगी olauber की गाड़ियां 2 लाख ड्राइवर हड़ताल पर,1
kabbalah zohar comes from people who rejected jesus as the messiah,0
congrats to usa love from pakistan,0
we must destroy rape and murder iran,1
कुतिया को घी हज़म नहि हुआ दोस्तोंदेख लो किसानो क लिए आतंकवादी बोला है एस २ कोड़ी की ओररत ने,1
thats it im gonna get a waffle cooker right now kids get in the car im making waffles,0
wow srilanka we love you after india it is srilanka that i cheer for  go get em boyz,0
मैंने आपके ट्वीट पर टिप्पणियां कि आपके अंदर गुस्सा जरूर आई होगी सुनकर सुशांत सिंह गंजरी ड्रग्स लेने वाला बिहार के बेटा के नाम पर वोट नहीं मिलेगा बिहार से जुड़ी मुद्दा जितना आप उठाएंगे बिहार के लोग उतना ही आपसे जुड़ेंगे,0
9 uhhhh i like being lgbt a lot i feel proud of what i have done to help others in my community,0
import people from a shithole become a shithole,1
तेरे जैसी कुत्ती के भोंकने से बीजेपी का बाल भी बांका नहीं होगा समझी बे कमीनी सुअरिया। जनता तुम जैसों चोरों के एक एक चुतियापा जानती है। इस लिए बकचोदी करना छोड़ दो।,1
गुजरात में मानसून अंबाजी में 2 घंटे में बरस गया 3 इंच पानी सड़क पर ही इतना तेज बहाव था कि चार लड़के भी नहीं रोक पाए बहती स्कूटी gujarat monsoon2020 heavyrain,1
अंतरराष्ट्रीय योग दिवस की हार्दिक शुभकामनाएं 56 मुस्लिम देश आज योग करेंगे और हिदुस्तान के मुसलमान इस्लाम की रक्षा करेंगे yogaday2019,1
send that stupid woman back to where she came fromafrica,1
अनुराग कश्यप अब कह रहा है कि मैंने पायल घोष का यौन शोषण नहीं किया तो अनुराग कश्यप तूं तो यही साबित कर दे कि तूने पायल घोष से राखी बंधाई थी ।साला बहुत बक बक करता था ।इसी को कहते हैं कि छाज बोले तो बोले छलनी भी बोले जिसमे हजारों सुराख़ हो ।,1
जो लौंडा डांस कर रहा है मारपीट कर रहा है वो bjp वालो का साला है या हमारे चिचा का साला है,1
इस साल प्रीमियम स्मार्टफोन बाजार में सैमसंग का रहा दबदबा via samsung samsunggalaxy samsunggalaxym51,0
शाहीन बाग में बुर्के वालियों का फिक्स रेट है दो टाइम का खाना और 500 इसीलिए तो यह अपने उन छोटे बच्चों को भी ले जा रहे हैं जिनको एन आर सी का फुल फॉर्म नहीं पता नाही सीए ए का यह केवल उन छोटे बच्चों को भी 500 मिल जाए इसलिए लेके जा रही हैं जय हिंद जय श्री राम,1
मैं सभी राज्यों के मुख्यमंत्रियों से अपील करता हूं कि संकट की इस घड़ी में हमारे विद्यार्थियों का साथ दें और परीक्षा हेतु कोरोना गाइडलाइन के अनुसार उचित व्यवस्थाओं का निर्माण करें ताकि हमारे जेईई एवं नीट के अभ्यर्थियों को किसी भी प्रकार की असुविधा अथवा परेशानी का सामना न करना पड़े,0
too many brown people were flooded into america by the jws,0
the trump administration is ending an immigration benefit for filipino veterans and haitians url,0
real christians use to stone mother fuckers to death so just let that sink in,1
rt 48000 घरों को तोड़ने का आदेश आया है किसी को कोई फर्क़ नहीं पड़ता अमीरों के 5 में से 1 मकान के किसी अवैध हिस्से भी एक,1
बिहार में धर्म खतरे में है जल्दी चलो सभी अंधभक्त,1
जरा सोचिए कौन दे रहा है बुजुर्गों को सच्चा सम्मान,0
दो दोस्तों की जिद की कहानी जयपुर के दो दोस्तों ने 5 साल पहले शुरू की अनएकेडमी 11 हजार करोड़ रूपए की कंपनी बनी दुनिया में ऑनलाइन एजुकेशन में छठे नंबर पर onlineeducation,0
this black woman saved this mans life listen to the trauma and pain in her voice url,0
being gay is not a decision but ok,0
these guys should be punched in the junk repeatedly to ensure that they never reproduce,1
hopefully the next school shooter shoots up the faggot inventor of these instead,1
on behalf of the elders of thank you for bringing to the  we had a ball url,0
i wanna dump my cum in that cunt,1
दोनो भी नालायक है साले,0
america is a white supremacist nation,1
जिस देश में मंदिर की कमाईवहाँ की बैंको से ज्यादा हो तो उस देश में बेवकूफों या जाहिलों की जनसंख्या गिनना मुश्किल ही नहीं असंभव है,1
hey faggot i need some gas money,1
whoa there buddy who appointed you gatekeeper for christians im proud of my church,0
ट्रिनबागो नाइटराइडर्स ने लगाया जीत का परफेक्ट 10 आंद्रे रसेल खाता भी नहीं खोल सके  cpl2020,0
amroha पुलिस ने किया अवैध शस्त्र फैक्ट्री का खुलासा पुलिस ने 2 आरोपियों को किया गिरफ्तार भारी मात्रा में अवैध शस्त्र किए बरामद गजरौला थाना पुलिस ने किया खुलासा। policemedianews,0
what a bunch of flaccid lowt losers,1
सबसे ज्यादा कमीना सांसद है ये,1
इनके बापों मैं भी दम नहीं जो भारत को इस्लामिक स्टेट बना सकें हमारा भारत सनातनियों का देश है और अब हिन्दू जाग रहा है जो भी आएगा पैरों तले कुचला जायेगा गर्व से कहो हम हिन्दू हैं,1
congratulations to you for bjp winnow s400rafalechinook and apache will rock indian defense,0
you go back to the table and leak cum onto the booth as you wonder if the bruising on your neck and fat tits will show up before dessert does,1
3 दिन से फंसे 2 साल के मासूम को अभी तक नही बचाया जा सका 8 दिनों से गायब विमान का अभी तक कोई पता नही चला सका रोज बलात्कार की खबरे आ रही है फिर भी कोई रोक नही लगा पा रहा है खैर हम विदेशो जैसी टेक्नोलॉजी और कानून का क्या करेंगें हमने तो हिन्दूमुस्लिम के नाम पे वोट दिया है।,1
कल कांग्रेस को संसद मे एकाएक लगा होगा कि इससे भला आदमी तो मोदी है अमित शाह तो कांग्रेस को बुरी तरह जलील करता है,1
go play with your ass some more and try to get your dick to work,1
ये तस्वीरें हैं उस भूमिपूजन की जो 9 नवम्बर 1989 को हो चुका है। याने कार्तिक मास के शुक्ल पक्ष की एकादशी को जिसे हम देवउठनी एकादशी कहते हैं। कोंग्रेस की सरकार ने भी उस समय तिथि का खयाल रखा था। तब के पण्डे आज की तरह ढोंगी नहीं थे। उन्हें सब बातों का खयाल था। माफ कीजिये सरकार आप सिर्फ हिन्दुत्व का ढोंग करते हैं सनातन वैदिक धर्म व उसकी परम्परा का चुटकी भर ज्ञान नहीं आपको ,1
लोकायुक्त की कार्रवाई खनिज अधिकारी प्रदीप खन्ना के 3 ठिकानों पर छापेमारी इंदौर में फ्लैटमकान मिला भोपाल में 9 लाख रुपए कैश और बंगला और दो कार मिलीं pradeepkhanna indore,0
मेरे देश के हिन्दु बहुत निराले है। कुछ तो पक्के राम भक्त है और कुछ बाबर के साले है  जय श्री राम ,1
having no problems with disgracefully fucking her for as long as she wants,1
thats an answer to the question posed above me lol not that i agree with it but goodness for christians is rooted in god,0
देश के 8 प्रमुख इंफ्रास्ट्रक्चर सेक्टर्स में से 7 में दर्ज की गई नेगेटिव ग्रोथ सिर्फ उर्वरक क्षेत्र में हुई वृद्धि coresectoroutput data,0
be careful your own bitch will fuck her neighbor while your at her house waiting for her fuck you talmbout,1
प्रयागराज से 15000 प्रतियोगी छात्रों को सुरक्षित करके उनके गंतव्य तक बसों द्वारा पहुंचाया गया  विरोधी योगी जी की बुराइयां करना जानते हैं सभी अच्छाइयों का भी जिक्र कर दो ।।,1
ass head indians are immigrants who did nothing to make america great dominguez,1
यह दृश्य कश्मीर या केरल की नहीं है। यह आपके दुलारी ममता के राज्य बंगाल कि राजधानी कलकत्ता की है।जहां इस्लाम जिंदाबाद के नारे लग रहे है। जागो हिन्दू जागो।,1
ive somehow never felt more like a woman its kind of lovely url,0
lets all smoke with him thatll be a fun time,1
you could skullfuck a rabbit and it would have better ideas than you,1
gtgive them cunt cunt cunt bitch mama yes god when you pop that tongue bitch,1
बहुत क्रांतिकारी है साला ,1
दोस्तों न सुना करो इन दल्ले पतलकरो की बात इन्हें दलाली करने के करोड़ो रूपये मिलते है गाड़ी बंगला और z सेक्युरिटी ये सिर्फ़ आपको जातिवाद और धर्मवाद में घोल के आपके बच्चों और हमारे देश का भविष्य ख़राब कर रहे है। वक्त है देश की जनता को समझने का मज़हब आपको रोटी नही देगी।,1
love the fire in our african brother in christ sing it,0
महंगाई पेट्रोल की कीमतों में बढ़ोतरी के साथ हुई महीने की शुरुआत दिल्ली में पेट्रोल 828 रुपए प्रति लीटर पर पहुंचा petrolprice delhi dieselprice,0
हम सबके चहेते माननीय मुख्यमंत्री जी के आवाहन पर उनके जन्मदिन पर बुराड़ी के कार्यकर्ता साथियों की ओर से 500 ऑक्सीमीटर पार्टी को भेंट किया। अजय शर्मापार्षद अमित शर्मा अनिल कौशिक बसन्त सिंह सुंदर सुमन और असित कुमार को योगदान के लिए धन्यवाद।,0
सिवनी में फसल खराब होने पर केजरीवाल सरकार की तर्ज पर aap ने की 50 हजार रुपये प्रति हेक्टेयर मुआवजा देने की मांग।,0
yo fuck these bald shriveled dick pieces of shit,1
you going to hell fr bitch,1
shes the epitome of dumb blonde cunt whore,1
im so happy for you great job coming out as lesbian 3,0
youll be cursed with this fat insatiable cock,1
भडवा है साला खलिस्तानी और पाकिस्तानी एजेंट है और ये पाकिस्तानी स्लीपर सेल की मेंबर है यहाँ चुप के बैठी है किसी दिन बम बांध के कूद जाएगी और हजारो बेगुनाहो की जान ले लेगी निर्दोष हिन्दू के मारने पे ताली तो अभी बजाती है आप का चुसेन्द्र,0
breaking on reportforssr  सीबीआई के सामने सिद्धार्थ पिठानी का कबुलनामा सुशांत के पैसे से खूब शॉपिंग किया करती थी रिया चक्रवर्ती देखिए रिपब्लिक भारत live ,0
